Concelho,Datahora,M*,FG*,,Via,km,Natureza
Mértola,2010-07-23 15:30,0,1,ER263,,"130,600",Desp. c/col. c/veíc. imobil./obst.
Mértola,2010-07-24 22:00,0,1,ER265,,"64,700",Despiste simples
Mértola,2010-08-31 18:45,1,1,EN122,,"27,900",Desp. c/col. c/veíc. imobil./obst.
Mértola,2010-10-27 08:20,0,1,EM514,,,Atropelamento de peões
Mértola,2010-12-24 21:30,0,1,EN267,,"128,340",Colisão lat. c/outro veíc.mov.
Moura,2010-04-18 03:30,1,0,EN255,,"100,300",Despiste simples
Moura,2010-05-08 18:00,0,1,Lg. de Santa Clara,,,Colisão c/outras situações
Moura,2010-07-03 16:30,1,2,EN255,,"100,400",Despiste simples
Moura,2010-12-01 15:30,1,0,EN258,,"73,910",Colisão tras. c/outro veíc.mov.
Odemira,2010-01-05 16:20,0,2,EN123-1,,"5,500",Colisão lat. c/outro veíc.mov.
Odemira,2010-01-05 17:00,0,1,LG CASA POVO,,,Atropelamento de peões
Odemira,2010-01-21 09:10,0,2,EM502-1,,,Atropelamento de peões
Odemira,2010-03-01 10:00,0,1,EN263,,"15,500",Colisão lat. c/outro veíc.mov.
Odemira,2010-04-01 13:00,0,1,EN390,,"36,700",Colisão lat. c/outro veíc.mov.
Odemira,2010-04-05 12:15,0,1,EM1099,,,Despiste c/capotamento
Odemira,2010-04-15 11:10,0,1,AV MARGINAL,,,Colisão c/outras situações
Odemira,2010-04-19 01:11,0,1,EN120,,"124,300",Colisão lat. c/outro veíc.mov.
Odemira,2010-04-25 22:30,0,1,EN393,,,Despiste simples
Odemira,2010-06-03 03:20,1,0,EN120,,"110,920",Despiste c/capotamento
Odemira,2010-07-12 01:08,0,1,EN263,,"10,900",Despiste c/capotamento
Odemira,2010-07-26 12:40,0,1,EN120,,"87,000",Despiste c/capotamento
Odemira,2010-07-27 16:30,0,1,EN123,,"37,400",Colisão lat. c/outro veíc.mov.
Odemira,2010-09-26 04:00,1,0,EM1072,,"8,067",Desp. c/col. c/veíc. imobil./obst.
Odemira,2010-11-21 05:15,1,1,EN120,,"89,600",Colisão lat. c/outro veíc.mov.
Odemira,2010-11-27 01:30,0,1,EM1123,,,Despiste s/dispositivo retenção
Odemira,2010-11-29 18:20,0,1,EN120,,"125,805",Colisão lat. c/outro veíc.mov.
Odemira,2010-12-01 13:10,0,1,EN390,,"39,400",Colisão lat. c/outro veíc.mov.
Odemira,2010-12-15 16:40,0,1,EN120,,"121,400",Despiste simples
Ourique,2010-01-01 13:45,0,1,IC1,,"696,500",Despiste c/capotamento
Ourique,2010-01-25 09:00,0,1,EN123,,"62,066",Colisão lat. c/outro veíc.mov.
Ourique,2010-02-19 20:30,0,1,EM546,,,Desp. c/col. c/veíc. imobil./obst.
Ourique,2010-03-21 21:50,0,1,A2,,"184,250",Despiste c/capotamento
Ourique,2010-06-01 01:00,0,1,IC1,,"683,600",Despiste c/capotamento
Ourique,2010-06-25 11:50,0,1,A2,,"161,200",Despiste c/capotamento
Ourique,2010-07-15 01:30,0,1,A2,,"183,520",Despiste c/dispositivo  retenção
Ourique,2010-07-15 13:30,0,1,IC1,,"681,900",Colisão frontal
Ourique,2010-07-15 17:47,0,2,IC1,,"681,900",Colisão lat. c/outro veíc.mov.
Ourique,2010-08-07 18:20,0,1,IC1,,"680,300",Despiste c/capotamento
Ourique,2010-08-17 08:30,0,2,IC1,,"696,600",Despiste c/capotamento
Ourique,2010-09-01 09:00,1,2,IC1,,"653,500",Despiste c/capotamento
Ourique,2010-09-10 17:15,1,1,IC1,,"653,574",Colisão lat. c/outro veíc.mov.
Ourique,2010-09-20 14:00,0,1,EN263,,"29,400",Despiste c/capotamento
Ourique,2010-10-02 19:00,1,0,IC1,,"675,617",Desp. c/transp. disp. ret. Lateral
Ourique,2010-11-05 17:20,1,1,IC1,,"648,100",Colisão frontal
Ourique,2010-12-22 16:00,0,1,IC1,,"688,700",Despiste c/capotamento
Serpa,2010-02-08 08:30,0,1,EN265,,"33,150",Despiste c/dispositivo  retenção
Serpa,2010-03-05 10:35,0,1,EN265,,"23,900",Colisão lat. c/outro veíc.mov.
Serpa,2010-03-09 13:47,0,2,EM517,,"4,000",Colisão frontal
Serpa,2010-05-02 18:00,0,1,EN260,,"60,500",Despiste simples
Serpa,2010-06-20 00:15,0,3,EM1052,,,Despiste simples
Serpa,2010-06-20 08:26,1,0,EN255,,"116,161",Despiste s/dispositivo retenção
Serpa,2010-09-12 04:50,0,1,EN255,,"107,900",Desp. c/col. c/veíc. imobil./obst.
Serpa,2010-10-24 16:25,0,1,EN392,,"73,000",Despiste c/capotamento
Serpa,2010-10-26 10:47,1,0,EN265,,"14,000",Colisão tras. c/outro veíc.mov.
Serpa,2010-11-25 11:45,1,0,EN255,,"111,400",Colisão tras. c/outro veíc.mov.
Serpa,2010-12-14 01:53,1,1,EN260,,"30,500",Desp. c/col. c/veíc. imobil./obst.
Vidigueira,2010-02-05 13:30,0,2,EM519,,,Colisão frontal
Vidigueira,2010-04-25 17:00,0,1,Outra Via,,,Atropelamento de peões
Vidigueira,2010-10-30 12:20,0,1,IP2,,"318,400",Colisão lat. c/outro veíc.mov.
"",,27,97,,,,
