Estarreja,2006:04:01 18:45:00,0,1,Est. S. Filipe,,Desp.c/ col. c/ veic. imob. ou obst.
Estarreja,2006:04:21 11:20:00,0,1,R. Dr. Egas Moniz,,Col. traseira c/ veic. em mov.
Estarreja,2006:06:08 09:00:00,0,1,R. António M. Silva Pinho,,Col.lat. c/ veic. em mov.
Estarreja,2006:06:08 09:10:00,0,1,R. Dr. Egas Moniz,,Colisão com fuga
Estarreja,2006:06:26 20:50:00,0,1,R. Dr. António D. Oliveira,,Col.lat. c/ veic. em mov.
Estarreja,2006:07:11 17:30:00,0,1,EN224,,Col.lat. c/ veic. em mov.
Estarreja,2006:07:29 21:15:00,0,1,R. Olas,,Despiste simples
Estarreja,2006:11:05 00:05:00,0,2,EN109,"41,750",Col.lat. c/ veic. em mov.
"Ílhavo",2006:01:09 09:30:00,0,1,Av. José Estevão,,Col. traseira c/ v eic. em mov.
"",,,,,,
Concelho,Datahora,M*,FG*,Via,km,Natureza
"Ílhavo",2006:03:16 18:20:00,0,2,Av. Cavaleiros,,Col.lat. c/ veic. em mov.
"Ílhavo",2006:04:25 02:45:00,0,1,Arruamento,,Desp. s/ dispos. retenção
"Ílhavo",2006:08:05 11:20:00,0,1,R. João Marques,,Atropelamento c/ fuga
"Ílhavo",2006:08:10 22:00:00,0,1,R. Ílhavo,,Col.lat. c/ veic. em mov.
"Ílhavo",2006:08:17 02:00:00,2,1,Rot. Barra,,Desp. c/ capotamento
"Ílhavo",2006:11:25 16:40:00,1,0,R. Camilo Castelo Branco,,Colisão frontal
"Ílhavo",2006:11:27 19:00:00,1,0,R. Vista Alegre,,Despiste simples
"Ílhavo",2006:12:08 19:45:00,0,1,R. D. Manuel Trindade,,Col.lat. c/ veic. em mov.
"Ílhavo",2006:12:16 18:05:00,0,1,R. Ílhavo,,Col.lat. c/ veic. em mov.
"Ílhavo",2006:12:23 14:30:00,0,1,R. Padre António Diogo,,Col.lat. c/ veic. em mov.
Mealhada,2006:01:17 23:55:00,1,0,EN327,"50,400",Desp. c/ capotamento
Mealhada,2006:01:20 14:00:00,0,1,R. Vila,,Despiste simples
Mealhada,2006:02:02 18:30:00,0,1,Estrada Municipal,,Despiste simples
Mealhada,2006:02:10 21:00:00,0,1,IC2,"202,400",Atropelamento peões
Mealhada,2006:02:19 19:40:00,0,1,IC2,"201,000",Colisão frontal
Mealhada,2006:03:20 14:10:00,0,2,R. Luso,,Col.lat. c/ veic. em mov.
Mealhada,2006:05:09 13:15:00,0,1,IC2,"202,000",Atropelamento peões
Mealhada,2006:06:26 11:20:00,0,1,EN234,"30,400",Col.lat. c/ veic. em mov.
Mealhada,2006:07:28 19:00:00,0,1,R. Sazes,,Desp. s/ dispos. retenção
Mealhada,2006:08:16 12:45:00,0,1,IC2,"205,000",Col.c/ veic. ou obst. faixa rod.
Mealhada,2006:10:30 08:20:00,0,1,EN1,"201,500",Col.lat. c/ veic. em mov.
Mealhada,2006:11:10 16:45:00,0,1,A1,"202,730",Desp. c/ capotamento
Mealhada,2006:11:13 19:20:00,0,1,R. Fonte,,Col.lat. c/ veic. em mov.
Mealhada,2006:12:26 23:15:00,0,3,A1,"213,650",Col. traseira c/ veic. em mov.
Murtosa,2006:05:20 02:00:00,1,0,R. Mestras,,Desp.c/ col. c/ veic. imob. ou obst.
Murtosa,2006:07:23 19:40:00,0,1,EN327,"40,600",Col.lat. c/ veic. em mov.
Ol. de Azeméis,2006:01:10 15:20:00,0,1,IC2,"259,720",Col. traseira c/ veic. em mov.
Ol. de Azeméis,2006:01:19 21:45:00,0,1,R. Conde Penha Longa,,Atropelamento peões
Ol. de Azeméis,2006:01:21 12:45:00,0,1,EN224,"55,450",Colisão frontal
Ol. de Azeméis,2006:01:23 08:10:00,1,0,R. Sanfins,,Colisão frontal
Ol. de Azeméis,2006:02:06 17:10:00,0,1,R. Mosteiro,,Atropelamento peões
Ol. de Azeméis,2006:02:21 10:05:00,0,1,Av. Ferreira Castro,,Atropelamento peões
Ol. de Azeméis,2006:03:13 19:25:00,0,1,R. Fundo Lugar,,Despiste simples
Ol. de Azeméis,2006:03:14 19:10:00,0,1,R. Ribeira Ul,,Atropelamento peões
Ol. de Azeméis,2006:04:06 15:05:00,1,1,A1,"260,000",Col. traseira c/ veic. em mov.
Ol. de Azeméis,2006:04:07 09:10:00,1,0,IC2,"268,710",Colisão frontal
Ol. de Azeméis,2006:04:16 01:45:00,3,1,IC2,"257,000",Colisão frontal
Ol. de Azeméis,2006:04:28 12:15:00,0,1,R. Mosteiro,,Atropelamento peões
Ol. de Azeméis,2006:05:07 03:59:00,1,0,R. D. Manuel II,,Despiste simples
Ol. de Azeméis,2006:05:09 21:00:00,0,1,Est. Principal,,Colisão frontal
Ol. de Azeméis,2006:05:18 10:00:00,0,1,Estrada Municipal,,Col.lat. c/ veic. em mov.
Ol. de Azeméis,2006:05:25 18:10:00,0,1,R. Bombeiros Voluntários,,Atropelamento peões
Ol. de Azeméis,2006:06:25 08:30:00,0,1,IC2,"256,910",Colisão frontal
Ol. de Azeméis,2006:06:29 13:30:00,0,1,R. Leonardo Azevedo,,Despiste simples
Ol. de Azeméis,2006:07:16 07:35:00,0,1,R. Misericórdia,,Atropelamento peões
Ol. de Azeméis,2006:08:02 18:30:00,0,1,R. D. Urraca Moreira,,Desp.c/ col. c/ veic. imob. ou obst.
Ol. de Azeméis,2006:08:19 22:45:00,0,1,IC2,"267,900",Desp. s/ dispos. retenção
Ol. de Azeméis,2006:08:29 08:00:00,0,1,Tv. Caminho Moinhos,,Despiste simples
Ol. de Azeméis,2006:09:13 21:00:00,1,0,R. Avenal,,Colisão frontal
Ol. de Azeméis,2006:09:30 03:50:00,1,0,R. Dr. Albino Reis,,Despiste simples
Ol. de Azeméis,2006:09:30 10:15:00,0,2,R. João Fernando Oliveira,,Col.lat. c/ veic. em mov.
Ol. de Azeméis,2006:10:23 00:20:00,0,1,IC2,"264,700",Desp. c/ capotamento
Ol. de Azeméis,2006:11:03 15:40:00,0,1,R. D. João I,,Atropelamento peões
Ol. de Azeméis,2006:11:11 16:00:00,0,1,R. Joaquim A. S. Carvalho,,Despiste simples
Oliveira do Bairro,2006:01:25 10:45:00,0,1,R. Conde Águeda,,Col.lat. c/ veic. em mov.
Oliveira do Bairro,2006:02:27 21:00:00,1,0,EN335,"14,900",Atropelamento peões
Oliveira do Bairro,2006:03:31 03:50:00,0,1,Estrada Municipal,,Despiste simples
Concelho,Datahora,M*,FG*,,Via,km,Natureza
Oliveira do Bairro,2006:04:02 12:15:00,0,1,EN235,,"12,100",Col.lat. c/ veic. em mov.
Oliveira do Bairro,2006:06:15 22:20:00,1,1,EN333-1,,"6,800",Colisão frontal
Oliveira do Bairro,2006:07:16 11:10:00,0,1,R. Carro Quebrado,,,Despiste simples
Oliveira do Bairro,2006:08:16 19:15:00,0,2,EN335,,"15,800",Colisão frontal
Oliveira do Bairro,2006:10:09 12:40:00,0,1,R. Cabeço,,,Col.lat. c/ veic. em mov.
Oliveira do Bairro,2006:12:02 11:10:00,0,1,R. Arieiro Baixo,,,Atropelamento peões
Oliveira do Bairro,2006:12:03 21:45:00,0,1,A1,,"229,950",Desp.c/ col. c/ veic. imob. ou obst.
Oliveira do Bairro,2006:12:05 17:50:00,0,1,EM596,,,Atropelamento peões
Ovar,2006:02:15 16:00:00,0,1,A29,,"20,275",Atropelamento peões
Ovar,2006:02:21 19:10:00,0,1,R. Sebastião M. Ferreira,,,Atropelamento peões
Ovar,2006:03:16 17:45:00,0,1,R. Ponte Reada,,,Colisão frontal
Ovar,2006:03:31 00:45:00,0,1,EN223,,"25,850",Colisão frontal
Ovar,2006:04:02 12:10:00,0,1,EN109,,"39,600",Colisão frontal
Ovar,2006:05:09 19:45:00,0,1,R. Bragança Andrade,,,Desp.c/ col. c/ veic. imob. ou obst.
Ovar,2006:07:08 00:50:00,0,1,EN109,,"36,000",Col.c/ veic. ou obst. faixa rod.
Ovar,2006:08:02 23:00:00,1,0,ACC-A29,,,Colisão frontal
Ovar,2006:09:02 12:40:00,1,1,A1,,"268,060",Desp.c/ transpos. disp. ret. lateral
Ovar,2006:09:15 15:45:00,0,2,A29,,"33,800",Col.c/ veic. ou obst. faixa rod.
Ovar,2006:09:20 08:20:00,0,3,A29,,"18,750",Desp. c/ capotamento
Ovar,2006:09:27 18:45:00,1,0,R. Manuel Lopes Condes,,,Atropelamento peões
Ovar,2006:10:11 07:10:00,1,0,AV. Dr. F. Sá Carneiro,,,Col.c/ veic. ou obst. faixa rod.
Ovar,2006:10:20 14:30:00,0,1,EN109,,"36,600",Col.c/ veic. ou obst. faixa rod.
Ovar,2006:10:20 17:55:00,1,0,Estrada Municipal,,,Desp.c/ col. c/ veic. imob. ou obst.
Ovar,2006:11:19 01:20:00,1,0,A29,,"25,100",Col. traseira c/ veic. em mov.
Ovar,2006:12:03 05:20:00,1,0,A29,,"35,100",Desp. c/ capotamento
Ovar,2006:12:08 20:10:00,0,1,A1,,"266,080",Despiste simples
Ovar,2006:12:20 17:50:00,0,1,R. 13 de Maio,,,Atropelamento peões
Sta. Maria da Feira,2006:02:05 14:20:00,0,1,EN1,,"279,900",Col.c/ veic. ou obst. faixa rod.
Sta. Maria da Feira,2006:02:09 03:15:00,1,0,R. Pereiro,,,Despiste simples
Sta. Maria da Feira,2006:02:09 08:11:00,0,1,R. Centro Social,,,Atropelamento peões
Sta. Maria da Feira,2006:02:11 19:30:00,1,0,Av. Seixa,,,Despiste simples
Sta. Maria da Feira,2006:02:25 07:30:00,0,1,R. Bernardo F. Pinheiro,,,Desp.c/ col. c/ veic. imob. ou obst.
Sta. Maria da Feira,2006:03:04 11:15:00,0,1,AV. Dr. F. Sá Carneiro,,,Atropelamento peões
Sta. Maria da Feira,2006:03:05 03:00:00,0,1,EN1,,"288,000",Despiste simples
Sta. Maria da Feira,2006:03:06 12:20:00,1,0,A1,,"278,680",Atropelamento peões
Sta. Maria da Feira,2006:03:26 02:20:00,0,1,EN1,,"279,500",Col. traseira c/ veic. em mov.
Sta. Maria da Feira,2006:04:03 11:45:00,0,1,R. Pq. S. Pedro,,,Desp.c/ col. c/ veic. imob. ou obst.
Sta. Maria da Feira,2006:04:08 23:45:00,0,1,R. Comendador Sá Couto,,,Colisão frontal
Sta. Maria da Feira,2006:04:30 20:50:00,0,1,R. Outeiro,,,Despiste simples
Sta. Maria da Feira,2006:05:09 19:50:00,0,1,R. S. José,,,Colisão frontal
Sta. Maria da Feira,2006:05:16 11:20:00,0,1,R. Feira Dez,,,Col. traseira c/ veic. em mov.
Sta. Maria da Feira,2006:05:27 17:45:00,0,1,EN233,,"15,100",Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:06:03 11:30:00,0,1,R. Estrada Nacional,,,Col. traseira c/ veic. em mov.
Sta. Maria da Feira,2006:07:07 07:45:00,0,1,EN223,,"17,950",Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:07:07 19:45:00,0,1,Av. Monumentos,,,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:07:12 12:15:00,1,1,EN223,,"11,800",Desp.c/ col. c/ veic. imob. ou obst.
Sta. Maria da Feira,2006:07:12 19:40:00,0,1,R. António C. Côrte-Real,,,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:07:20 13:00:00,0,1,R. Feira Dez,,,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:07:22 11:15:00,0,1,R. Tapadinha,,,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:07:29 12:30:00,0,1,EN1,,"281,300",Despiste simples
Sta. Maria da Feira,2006:07:31 15:50:00,0,1,VE,,,Colisão frontal
Sta. Maria da Feira,2006:08:06 01:00:00,0,1,EN327,,"23,000",Despiste simples
Sta. Maria da Feira,2006:08:12 09:00:00,0,1,R. N. Sra. Lib.,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:08:13 14:45:00,0,1,Av. Padrão,Col.lat. c/ veic. em mov.
Sta. Maria da Feira,2006:08:26 18:30:00,0,1,R. Dr. Santos Carneiro,Colisão frontal
Sta. Maria da Feira,2006:08:27 14:30:00,1,1,AV. Dr. F. Sá Carneiro,Colisão frontal
Sta. Maria da Feira,2006:09:12 12:05:00,0,1,R. Viaduto,Col.lat. c/ veic. em mov.
Concelho,Datahora,M*,FG*,Via,km,Natureza
Sta. Maria da Feira,2006:09:14 07:40:00,0,1,T. Manotoce,,Col. c/ outras situações
Sta. Maria da Feira,2006:10:01 03:10:00,1,2,EN1,"280,500",Desp.c/ col. c/ veic. imob. ou obst.
Sta. Maria da Feira,2006:10:02 16:30:00,1,0,EN223,"21,100",Colisão frontal
Sta. Maria da Feira,2006:10:05 04:40:00,0,2,EN1,"279,900",Col. traseira c/ veic. em mov.
Sta. Maria da Feira,2006:10:08 13:40:00,0,1,A1,"279,450",Desp. c/ capotamento
Sta. Maria da Feira,2006:10:10 12:40:00,0,1,R. Luis de Camões,,Atropelamento peões
Sta. Maria da Feira,2006:10:18 12:15:00,0,1,R. Dr. Manuel Laranjeira,,Colisão frontal
Sta. Maria da Feira,2006:10:24 12:40:00,0,1,R. Estrada Nacional,,Colisão frontal
Sta. Maria da Feira,2006:11:05 16:10:00,0,1,Lugar Proselho,,Atropelamento peões
Sta. Maria da Feira,2006:11:25 18:00:00,0,1,VAR-Romar,,Colisão frontal
Sta. Maria da Feira,2006:12:14 18:30:00,0,1,EN326,"10,100",Atropelamento peões
Sta. Maria da Feira,2006:12:28 16:20:00,0,1,EN223,"22,350",Atropelamento peões
Sta. Maria da Feira,2006:12:29 14:00:00,0,1,R. Carvalhosa,,Despiste simples
S. João da Madeira,2006:01:24 08:25:00,0,1,Av. Vale,,Col.lat. c/ veic. em mov.
S. João da Madeira,2006:01:31 18:30:00,0,1,Av. Liberdade,,Atropelamento peões
S. João da Madeira,2006:02:03 17:30:00,0,2,R. Camilo Castelo Branco,,Atropelamento peões
S. João da Madeira,2006:03:08 18:00:00,0,1,R. Manuel L. Leite Júnior,,Atropelamento peões
S. João da Madeira,2006:03:13 09:30:00,0,1,Av. Casaldelo,,Col.c/ veic. ou obst. faixa rod.
S. João da Madeira,2006:03:24 16:00:00,0,1,R. Sapateiras,,Col.lat. c/ veic. em mov.
S. João da Madeira,2006:04:03 18:05:00,0,1,R. Sto. António,,Atropelamento peões
S. João da Madeira,2006:04:16 13:00:00,0,2,R. Manuel L. Leite Júnior,,Col.lat. c/ veic. em mov.
S. João da Madeira,2006:05:30 08:20:00,0,1,Av. Renato Araújo,,Atropelamento peões
S. João da Madeira,2006:06:08 20:15:00,0,1,Av. Liberdade,,Atropelamento peões
S. João da Madeira,2006:06:09 08:30:00,1,0,Av. Bombeiros Voluntários,,Atropelamento peões
S. João da Madeira,2006:06:27 00:30:00,0,1,R. Parrinho,,Atropelamento peões
S. João da Madeira,2006:10:19 08:10:00,0,1,R. Bartolomeu Dias,,Atropelamento peões
S. João da Madeira,2006:11:03 07:10:00,0,1,R. D. Afonso Henriques,,Col.lat. c/ veic. em mov.
S. João da Madeira,2006:11:05 17:10:00,0,1,Av. Liberdade,,Atropelamento peões
S. João da Madeira,2006:11:08 11:30:00,0,1,R. Prof. A. Amaro da Costa,,Col. traseira c/ veic. em mov.
S. João da Madeira,2006:11:21 15:10:00,0,1,R. Visconde,,Atropelamento peões
Sever do Vouga,2006:01:03 13:20:00,1,0,EN328,"25,200",Atropelamento peões
Sever do Vouga,2006:01:16 08:00:00,0,1,EN328,"24,000",Colisão frontal
Sever do Vouga,2006:03:11 16:45:00,0,4,EN333,"36,300",Colisão frontal
Sever do Vouga,2006:03:18 22:25:00,0,1,EN328,"19,015",Atropelamento peões
Sever do Vouga,2006:05:17 21:43:00,0,2,EN328,"20,050",Desp. c/ dispos. retenção
Sever do Vouga,2006:07:24 15:05:00,0,1,EN328-1,"4,600",Col.lat. c/ veic. em mov.
Sever do Vouga,2006:09:10 07:00:00,1,0,A25,"41,400",Atropelamento peões
Sever do Vouga,2006:12:27 19:00:00,0,1,Estrada Municipal,,Desp. c/ capotamento
Vagos,2006:02:25 03:45:00,1,0,R. Principal,,Desp. c/ capotamento
Vagos,2006:03:16 12:15:00,1,0,R. Principal,,Despiste simples
Vagos,2006:03:26 21:00:00,2,0,EN109,"69,200",Col.lat. c/ veic. em mov.
Vagos,2006:04:25 18:30:00,1,0,R. Caminho Aveiro,,Desp.c/ col. c/ veic. imob. ou obst.
Vagos,2006:06:21 06:55:00,1,0,Av. Parque de Campismo,,Col.lat. c/ veic. em mov.
Vagos,2006:08:22 14:45:00,1,0,R. Fonte,,Desp. c/ capotamento
Vagos,2006:09:18 18:00:00,0,1,R. Sta. Isabel,,Col.c/ veic. ou obst. faixa rod.
Vagos,2006:11:15 18:00:00,0,1,R. Sta. Catarina,,Desp. c/ capotamento
Vagos,2006:12:23 21:35:00,0,1,EN339,"3,000",Col. traseira c/ veic. em mov.
Vale de Cambra,2006:02:05 21:10:00,0,2,Estrada Municipal,Col.c/ veic. ou obst. faixa rod.
Vale de Cambra,2006:04:08 22:22:00,0,1,Rot. Moradal,Desp. s/ dispos. retenção
Vale de Cambra,2006:08:13 22:40:00,0,1,R. Cumieira,Despiste simples
Vale de Cambra,2006:09:09 14:30:00,0,1,Av. Nova Macinhata,Col.lat. c/ veic. em mov.
"",,58,262,,
