Concelho,Datahora,M*,FG*,,Via,km,Natureza
Penela,2010-03-07 21:19,1,0,EM560,,,Despiste simples
Penela,2010-06-01 06:35,1,0,IC3,,"11,200",Colisão frontal
Penela,2010-06-25 16:15,0,2,IC3,,"13,900",Colisão lat.l c/ outro veíc. mov.
Penela,2010-08-26 09:20,0,2,IC3,,"7,050",Colisão frontal
Penela,2010-09-10 18:30,0,2,IC3,,"25,800",Colisão frontal
Penela,2010-09-25 21:00,1,0,IC3,,"8,950",Despiste simples
Penela,2010-10-26 20:55,0,1,IC3,,"7,170",Colisão frontal
Soure,2010-01-31 07:47,1,0,CANAL REGADIO,,,Despiste c/capotamento
Soure,2010-04-26 10:00,0,1,Estrada Municipal,,,Despiste simples
Soure,2010-09-19 02:45,0,1,EN1,,"167,909",Despiste s/dispositivo retenção
Tábua,2010-12-18 19:40,0,2,IC6,,"21,900",Colisão frontal
V. Nova Poiares,2010-05-07 12:05,0,1,EN2,,"246,600",Colisão lat.l c/ outro veíc. mov.
"",,40,93,,,,
