Concelho,Datahora,M*,FG*,,Via,km,Natureza
Oliv. de Azeméis,2010-11-25 13:20,1,0,IC2,"259,300",Colisão lat. c/ outro veíc. mov.
Oliv. de Azeméis,2010-12-01 00:15,0,1,RUA DO MOSTEIRO,,Atropelamento de peões
Oliv. do Bairro,2010-02-26 16:15,4,0,A1,"223,900",Despiste c/trans. disp.ret. lateral
Oliv. do Bairro,2010-04-29 08:00,0,1,R VILA NOVA,,Despiste simples
Oliv. do Bairro,2010-05-25 10:45,0,1,A1,"226,030",Despiste c/capotamento
Oliv. do Bairro,2010-07-30 21:20,0,1,R FRANCISCO CRUZ,,Despiste simples
Oliv. do Bairro,2010-12-23 19:10,0,1,EN235,"17,900",Atropelamento de peões
Oliv. do Bairro,2010-08-28 14:30,0,2,LG SRA DA SAUDE,,Despiste simples
Ovar,2010-01-03 02:20,1,0,A29,"31,126",Colisão c/veic./obstáculo f.rodagem
Ovar,2010-01-15 18:30,0,1,R 13 MAIO,,Atropelamento de peões
Ovar,2010-02-27 20:00,0,1,R. Família Colares Pinto,,Colisão lat. c/ outro veíc. mov.
Ovar,2010-03-20 14:05,0,1,AV DA PRAIA,,Colisão lat. c/ outro veíc. mov.
Ovar,2010-04-17 07:18,0,1,R ESTA NOVA,,Colisão frontal
Ovar,2010-05-13 03:30,0,1,Estrada Florestal,,Despiste c/capotamento
Ovar,2010-05-23 17:14,1,1,R. Carvalheira de Baixo,,Atropelamento de peões
Ovar,2010-05-31 19:35,0,2,A29,"22,700",Colisão tras. c/ outro veíc. mov.
Ovar,2010-06-19 17:45,1,0,A29,"34,536",Despiste c/trans. disp.ret. lateral
Ovar,2010-07-05 18:58,1,0,R. da Pardala,,Atropelamento de peões
Ovar,2010-07-28 13:40,0,1,AV 29 DE MARÇO,,Despiste c/capotamento
Ovar,2010-08-01 21:03,1,0,R. Ponte Nova,,Despiste c/col. c/veíc. imobil./obst.
Ovar,2010-09-26 01:45,0,1,R DA ESTRADA NOVA,,Colisão lat. c/ outro veíc. mov.
Ovar,2010-10-30 03:20,0,1,R MURTEIRA,,Despiste simples
Ovar,2010-11-21 15:00,1,0,R. António Teixeira,,D  e  s  p  i s  t ec / c  o  l .c  / v  e  í c .  i mo  b  i l . /obst.
Ovar,2010-11-29 22:50,0,1,Rua da Pardala,,Colisão c/outras situações
"",,,,R. Eng. Adelino Amaro,,
Ovar,2010-12-16 15:10,1,0,da Costa,,D  e  s  p  i s  t e c/col. c/veíc. imobil./obst.
Ovar,2010-12-28 10:14,0,1,R DA ESTRADA NOVA,,Colisão c/outras situações
S. J. Madeira,2010-01-25 18:10,0,1,R. Manuel Luís Leite Jr.,,Atropelamento de peões
S. J. Madeira,2010-07-02 20:00,0,1,R. da Mourisca,,A  t r  o  p  e  la  me  n  t od  ep  e  õ  e  s
S. J. Madeira,2010-07-09 16:45,0,1,Av. Dr. Renato Araújo,,At r o  p  e  l a  me  n  t od  ep  e  õ  e  s
S. Maria Feira,2010-01-26 21:00,0,1,AV LIBERDADE,,Colisão c/veic./obstáculo f.rodagem
S. Maria Feira,2010-01-27 18:45,0,1,EN1,"288,280",Atropelamento de peões
S. Maria Feira,2010-02-08 12:30,0,1,EN223,"18,000",Atropelamento de peões
S. Maria Feira,2010-02-09 18:25,0,1,Av. Franc. Sá Carneiro,,Atropelamento de peões
S. Maria Feira,2010-02-22 17:20,0,1,R OUTEIRO 242,,Despiste simples
S. Maria Feira,2010-03-20 20:30,0,1,EN1,"288,750",Colisão c/veic./obstáculo f.rodagem
S. Maria Feira,2010-04-03 18:50,0,3,Av. Franc. Sá Carneiro,,Colisão lat. c/ outro veíc. mov.
S. Maria Feira,2010-04-10 20:15,0,1,R SARRILHA,,Despiste simples
S. Maria Feira,2010-04-21 16:50,0,1,R LOMBA 362,,Colisão lat. c/ outro veíc. mov.
S. Maria Feira,2010-04-30 18:15,0,1,TV CARVALHO,,Colisão lat. c/ outro veíc. mov.
S. Maria Feira,2010-05-18 18:30,1,0,EN223,,Despiste c/dispositivo de retenção
S. Maria Feira,2010-05-28 01:30,0,1,AV S CRISTOVÃO,,Despiste simples
S. Maria Feira,2010-06-04 23:30,0,1,R TERRAS STA MARIA,,Colisão frontal
S. Maria Feira,2010-06-13 18:45,0,1,R PRINCIPAL,,Colisão tras. c/ outro veíc. mov.
S. Maria Feira,2010-06-17 07:35,0,1,EN1,"278,650",Colisão tras. c/ outro veíc. mov.
S. Maria Feira,2010-06-20 09:00,0,1,EN223,"18,100",Atropelamento de peões
S. Maria Feira,2010-06-25 21:30,0,1,AV DA SERRILHA,,Despiste c/col. c/veíc. imobil./obst.
S. Maria Feira,2010-07-04 12:45,0,1,Rua Nova (espargo),,Colisão c/outras situações
S. Maria Feira,2010-07-08 08:00,0,1,Av. Franc. Sá Carneiro,,Atropelamento de peões
S. Maria Feira,2010-07-09 17:50,0,1,A1,"277,228",Colisão lat. c/ outro veíc. mov.
S. Maria Feira,2010-07-14 19:50,1,0,IC24,"5,350",Despiste simples
S. Maria Feira,2010-07-19 04:00,0,2,R CENTRAL REGADIO,,Despiste simples
S. Maria Feira,2010-07-22 08:00,0,1,R. Terras de Sta. Maria,,Despiste simples
S. Maria Feira,2010-08-03 21:10,0,1,R PADRE INÁCIO,,Despiste c/dispositivo de retenção
S. Maria Feira,2010-08-10 16:00,1,0,EN1,"278,300",Colisão tras. c/ outro veíc. mov.
S. Maria Feira,2010-08-18 20:30,0,1,R DA CINQUENTA,,Colisão frontal
S. Maria Feira,2010-08-21 20:15,0,1,R DA IGREJA,,Despiste simples
S. Maria Feira,2010-09-12 19:40,0,1,EN223,"19,000",Colisão lat. c/ outro veíc. mov.
S. Maria Feira,2010-10-01 14:55,0,1,R DO LOBEL,,Despiste simples
S. Maria Feira,2010-10-15 16:00,0,2,EN1,"281,450",Despiste simples
S. Maria Feira,2010-10-24 04:30,0,1,R PRINCIPAL 997,,Colisão c/outras situações
S. Maria Feira,2010-11-17 15:10,0,1,R CAI AGUA,,Colisão tras. c/ outro veíc. mov.
S. Maria Feira,2010-12-02 00:00,0,1,RUA SANTA MARIA,,Atropelamento de peões
S. Maria Feira,2010-12-02 00:00,0,1,EN1,"282,328",Colisão frontal
S. Maria Feira,2010-12-05 05:45,0,1,EN1,"281,759",Despiste c/capotamento
S. Maria Feira,2010-12-27 16:50,0,1,AV NOVA DE LOUROSA,,Despiste simples
S. Maria Feira,2010-12-30 18:00,0,1,EN1,"285,600",Colisão tras. c/ outro veíc. mov.
Sever do Vouga,2010-08-16 16:00,0,2,EN328,"17,700",Colisão frontal
Sever do Vouga,2010-08-23 15:55,3,12,A25,"45,000",Colisão choque em cadeia
Sever do Vouga,2010-08-23 16:00,2,2,A25,"45,600",Colisão choque em cadeia
Sever do Vouga,2010-09-09 14:30,1,1,EM1480,,Despiste s/ dispositivo de retenção
Sever do Vouga,2010-10-16 12:15,0,1,EN16,"30,000",Despiste simples
Sever do Vouga,2010-10-20 11:45,0,1,A25,"45,100",Despiste c/dispositivo de retenção
Sever do Vouga,2010-11-20 15:05,0,1,A25,"41,300",Despiste simples
Vagos,2010-05-26 07:20,0,1,R PRINCIPAL,,Despiste c/col. c/veíc. imobil./obst.
Vagos,2010-07-18 02:35,2,1,Estrada Municipal,,Despiste s/ dispositivo de retenção
Vagos,2010-10-11 02:20,0,1,A17,"103,900",Despiste c/capotamento
Vale  de Cambra,2010-07-16 13:10,0,1,Estrada Municipal,,Despiste simples
Vale  de Cambra,2010-08-05 09:30,0,1,EN227,,"14,000",Colisão lat. c/ outro veíc. mov.
Vale  de Cambra,2010-08-20 00:05,1,0,EN224,,"46,800",Colisão frontal
Vale  de Cambra,2010-10-18 10:30,0,1,Estrada Municipal,,,Atropelamento de peões
Vale  de Cambra,2010-12-22 18:30,0,1,EN227,,"9,400",Atropelamento de peões
"",,62,210,,,,
